Wahltermin;Kandidatennummer;Titel;Nachname;Vorname;Jahrgang;Partei;Wahlkreis;Bundesland;Listenplatz
;;;Multhaupt;Gesine;1963;SPD;28;Niedersachsen;21
;;;Munk;Margit;1984;CSU;;Bayern;30
;;;Munzel;Enno;1990;;80;;
;;;Murmann;Dr. Philipp;1964;CDU;6;Schleswig-Holstein;10
;;;Musil;Michael;1947;GRÜNE;205;;
;;;Mutlu;Özcan;1968;GRÜNE;;Berlin;4
;;;Mynter;Ralf;1960;NPD;251;;
;;;Nägle;Georg;1964;;84;;
;;;Nagel;Christof;1986;CDU;;Baden-Württemberg;47
;;;Nagel;Erich;1941;;31;;
;;;Nagel;Otto;1942;NPD;263;;
;;;Nagler;Mike;1978;DIE LINKE;154;Sachsen;12
;;;Nahles;Andrea;1970;SPD;199;Rheinland-Pfalz;1
;;;Narayan;Renate;1943;ödp;132;;
;;;Nass;Jürgen;1973;;270;;
;;;Nassauer;Traugott;1949;MLPD;;Rheinland-Pfalz;2
;;;Naterski;Denny;1980;NPD;;Niedersachsen;6
;;;Naumann;Kersten;1958;DIE LINKE;191;Thüringen;3
;;;Naumann;Peter;1952;NPD;162;;
;;;Naumann;Ralph Otto;1961;;84;;
;;;Nehring;Horst-Bruno;1946;PBC;;Baden-Württemberg;6
;;;Neidlein;Alexander;1975;NPD;291;;
;;;Neskovic;Wolfgang;1948;DIE LINKE;65;Brandenburg;4
;;;Nestle;Ingrid;1977;GRÜNE;1;Schleswig-Holstein;1
;;;Nestmann;Günther;1943;REP;;Berlin;4
;;;Neubaur;Mona;1977;GRÜNE;107;;
;;;Neudorfer;Reinhard;1946;DIE LINKE;264;Baden-Württemberg;10
;;;Neumaier;Anton;1947;BP;;Bayern;31
;;;Neumann;Bernd Otto;1942;CDU;56;Bremen;1
;;;Neumann;Björn;1978;DVU;;Hamburg;2
;;;Neumann;Jürgen;1945;NPD;47;;
;;;Neumann;Prof. Dr. Martin;1956;FDP;65;Brandenburg;2
;;;Neumann;Dr. Peter;1956;CDU;;Baden-Württemberg;54
;;;Neumann;Reiner;1971;GRÜNE;116;Nordrhein-Westfalen;28
;;;Neumann;Ute Vibeke;1954;;46;;
;;;Neumayer;Anja;1976;BP;;Bayern;32
;;;Neumayer;Dr. Franz Josef;1953;FDP;;Bayern;40
;;;Neuner;Andreas;1968;FDP;244;Bayern;38
;;;Neuschwander;Thomas Ulrich;1965;FAMILIE;;Saarland;2
;;;Ney;Jürgen;1940;REP;;Nordrhein-Westfalen;8
;;;Nianur;Narziss;1964;MLPD;;Hamburg;4
;;;Niazi-Shahabi;Vera;1950;DIE LINKE;22;;
;;;Nickel;Erika;1950;CDU;;Rheinland-Pfalz;32
;;;Nickel;Margarete;1946;FAMILIE;209;Rheinland-Pfalz;1
;;;Nickel;Otto Lothar;1937;FAMILIE;;Rheinland-Pfalz;8
;;;Nicklis;Gabriele Monika Karin;1957;PBC;;Rheinland-Pfalz;4
;;;Nickoleit;Reinhard Erich;1947;RRP;;Bayern;20
;;;Niebel;Dirk;1963;FDP;274;Baden-Württemberg;2
;;;Niederländer;Josef;1950;CM;;Bayern;4
;;;Niedermayr;Franz;1960;FDP;215;Bayern;35
;;;Niedermeier;Kornelia;1965;Volksabst.;;Baden-Württemberg;3
;;;Nier;Gerd;1947;DIE LINKE;54;Niedersachsen;8
;;;Nietan;Dietmar;1964;SPD;91;Nordrhein-Westfalen;11
;;;Niggemann;Werner;1949;MLPD;;Hamburg;5
;;;Nink;Manfred;1950;SPD;204;Rheinland-Pfalz;7
;;;Nissen;Ulrike;1959;SPD;183;Hessen;20
;;;Nitsche;Valérie Vivienne;1963;GRÜNE;;Nordrhein-Westfalen;31
;;;Nitz;Inga;1979;DIE LINKE;56;;
;;;Noffke;Franz;1951;REP;237;;
;;;Noll;Michaela;1959;CDU;105;Nordrhein-Westfalen;18
;;;Noller;Maren;1978;FDP;;Bremen;3
;;;Nolte;Veronika;1955;SPD;;Nordrhein-Westfalen;62
;;;Nord;Thomas;1957;DIE LINKE;64;Brandenburg;2
;;;Notz von;Dr. Konstantin;1971;GRÜNE;10;Schleswig-Holstein;2
;;;Nou;Dominique Julien;1987;SPD;;Bayern;52
;;;Nouripour;Omid;1975;GRÜNE;183;Hessen;2
;;;Nowak;Janus;1978;NPD;260;Baden-Württemberg;2
;;;Nowak;Kim;1983;REP;176;;
;;;Nowotny;Dr. Hannedore;1952;SPD;246;Bayern;28
;;;Nürnberger;Peter Willy;1949;NPD;;Thüringen;1
;;;Nüßlein;Dr. Arnulf;1937;GRÜNE;39;;
;;;Nüßlein;Dr. Georg;1969;CSU;255;;
;;;Numberger;Joachim;1959;REP;;Baden-Württemberg;15
;;;Oberhausen;Erich Volker;1959;CDU;;Saarland;22
;;;Oberlack;Dr. Hans Günther;1956;FDP;;Brandenburg;10
;;;Obermeier;Franz;1946;CSU;215;;
;;;Oberscheid;Marc-Ernst;1962;FDP;294;Baden-Württemberg;36
;;;Obieray;Monika;1952;GRÜNE;;Schleswig-Holstein;5
;;;Och;Tanja;1974;ödp;240;Bayern;29
;;;Odenthal;Holger;1967;NPD;154;;
;;;Oelke;Kay;1959;NPD;10;Schleswig-Holstein;5
;;;Oelmayer;Thomas;1954;GRÜNE;292;;
;;;Östereich;Cornelia;1961;SPD;;Schleswig-Holstein;13
;;;Oettler;Frank;1966;MLPD;73;Sachsen-Anhalt;3
;;;Oetzel;Dirk;1970;SPD;;Hessen;36
;;;Özdemir;Cem;1965;GRÜNE;258;;
;;;Özoguz;Aydan;1967;SPD;;Hamburg;2
;;;Offermann;Rolf;1960;FDP;64;Brandenburg;5
;;;Ofori;Silvia;1956;DIE LINKE;268;;
;;;Ohnemüller;René;1968;FAMILIE;242;Bayern;8
;;;Olbrich-Tripp;Elke;1956;GRÜNE;151;;
;;;Oldenburg;Heinrich Herbert;1941;FAMILIE;;Nordrhein-Westfalen;5
;;;Ollert;Ralf Günther Josef;1960;NPD;;Bayern;1
;;;Opitz;Klaus;1942;REP;178;Hessen;8
;;;Opitz;Wilfried;1951;REP;;Brandenburg;5
;;;Oppermann;Thomas;1954;SPD;54;Niedersachsen;5
;;;Ortel;Holger;1951;SPD;29;Niedersachsen;9
;;;Oschmann;Lutz;1948;GRÜNE;5;;
;;;Osinski;Petra;1944;GRÜNE;22;Hamburg;5
;;;Oßwald;Lukas;1966;DIE LINKE;283;;
;;;Ostendorff;Friedrich;1953;GRÜNE;145;Nordrhein-Westfalen;14
;;;Ostertag;Olaf Michael;1969;DIE LINKE;80;Berlin;8
;;;Ostheimer;Dr. Volker;1968;SPD;;Saarland;20
;;;Oswald;Eduard;1947;CSU;253;;
;;;Ott;Dr. Hermann;1961;GRÜNE;103;Nordrhein-Westfalen;12
;;;Otte;Henning;1968;CDU;45;Niedersachsen;19
;;;Ottmar;Matthias;1981;REP;182;Hessen;7
;;;Otto;Birgit;1957;CDU;;Hessen;26
;;;Otto;Hans-Joachim;1952;FDP;182;Hessen;4
;;;Otto;Stephanie Irmgard Gertrud;1963;GRÜNE;202;;
;;;Pabsch;Severin;1988;SPD;;Hamburg;9
;;;Päßler;Eveline;1963;CDU;;Saarland;11
;;;Pätzold;Ulrich;1959;NPD;165;;
;;;Panetta;Rodolfo;1952;REP;;Baden-Württemberg;4
;;;Pannicke;Rolf;1969;DIE LINKE;227;;
;;;Panzer;Karsten;1970;NPD;235;;
;;;Parbs;Eva Anna;1948;FDP;;Hamburg;10
;;;Parr;Andreas;1971;SPD;247;Bayern;31
;;;Pastörs;Udo;1952;NPD;13;Mecklenburg-Vorpommern;1
;;;Pau;Petra;1963;DIE LINKE;86;Berlin;2
;;;Paul;Dr. Michael;1964;CDU;95;Nordrhein-Westfalen;55
;;;Paula;Heinz;1951;SPD;252;Bayern;7
;;;Paule;Stephan;1977;CDU;;Hessen;42
;;;Pauli;Wolfgang Ludwig Max;1936;DIE LINKE;140;;
;;;Paus;Elisabeth;1968;GRÜNE;81;Berlin;3
;;;Pauser;Eva;1983;CDU;;Rheinland-Pfalz;26
;;;Pavlicek;Anke;1977;GRÜNE;168;Hessen;11
;;;Pawelski;Rita;1948;CDU;42;Niedersachsen;9
;;;Pecha;Alfred;1959;FDP;225;Bayern;55
;;;Peddinghaus;Dirk;1962;SPD;;Schleswig-Holstein;21
;;;Pehle;Irmgard;1953;GRÜNE;134;Nordrhein-Westfalen;17
;;;Peiker;Christian;1984;DIE LINKE;213;;
;;;Pelick;Marie-Luise;1964;REP;;Nordrhein-Westfalen;11
;;;Pellmann;Bernd-Dieter;1942;RENTNER;;Nordrhein-Westfalen;4
;;;Pentz von;Dorit Emmy Beate;1950;MLPD;;Niedersachsen;4
;;;Pentz von;Hannes;1979;MLPD;;Niedersachsen;1
;;;Penzler;Wolfgang;1943;Tierschutz;;Hessen;2
;;;Perrefort;Bernhard;1954;DIE LINKE;128;;
;;;Perschewski;Rainer;1963;DKP;83;Berlin;1
;;;Perschl;Josef;1954;BüSo;;Bayern;9
;;;Perteck;David;1977;ödp;23;Hamburg;1
;;;Peter;Jürgen;1956;;3;;
;;;Petereit;David;1981;NPD;;Mecklenburg-Vorpommern;4
;;;Petermann;Jens;1963;DIE LINKE;197;Thüringen;6
;;;Peters;Frank;1966;GRÜNE;209;Rheinland-Pfalz;8
;;;Peters;Martin;1983;SPD;89;Nordrhein-Westfalen;31
;;;Petersdorf;Klaus Günter;1964;PIRATEN;;Schleswig-Holstein;1
;;;Petersen;Jörg;1960;FDP;1;;
;;;Petersen;Olaf;1965;;169;;
;;;Petry;Christian;1965;SPD;;Saarland;31
;;;Petters;Anke;1960;GRÜNE;78;;
;;;Petzold;Harald;1962;DIE LINKE;59;Brandenburg;6
;;;Petzold;Karsten;1962;DVU;;Brandenburg;4
;;;Petzold;Ulrich;1951;CDU;71;Sachsen-Anhalt;4
;;;Peuschel;Markus;1975;;165;;
;;;Pfäfflin;Andrea;1956;SPD;;Hessen;25
;;;Pfannebecker;Alfred;1955;DIE LINKE;297;Saarland;7
;;;Pfau;Janina;1983;DIE LINKE;167;Sachsen;11
;;;Pfeifer;Klaus;1956;;82;;
;;;Pfeiffer;Dr. Joachim;1967;CDU;264;;
;;;Pfeiffer;Michael;1946;VIOLETTEN;;Baden-Württemberg;5
;;;Pfeiffer;Oskar;1933;DVU;;Bayern;2
;;;Pfeiffer;Sibylle;1951;CDU;173;Hessen;6
;;;Pfeiffer;Prof. Dr. Thomas;1961;CDU;;Hessen;27
;;;Pfirrmann;Karl-Heinz Rudolf;1945;NPD;212;Rheinland-Pfalz;9
;;;Pfisterer;Gerhard;1948;MLPD;143;Nordrhein-Westfalen;3
;;;Pfisterer;Tanja;1986;ödp;238;Bayern;30
;;;Pfitzer;Stephan;1984;NPD;;Baden-Württemberg;6
;;;Pflug;Johannes Andreas;1946;SPD;117;Nordrhein-Westfalen;69
;;;Philipp;Beatrix;1945;CDU;108;Nordrhein-Westfalen;12
;;;Phlak;Matthias;1964;DIE LINKE;;Thüringen;10
;;;Pichl;Peter Hartmut;1980;NPD;194;;
;;;Pichlmeier;Erich;1935;BP;;Bayern;33
;;;Picker;Hans Joachim;1938;RENTNER;;Hamburg;3
;;;Piehl;Jochen;1973;ödp;;Rheinland-Pfalz;6
;;;Pielsticker;Siegfried;1943;RRP;223;Bayern;19
;;;Pieper;Cornelia;1959;FDP;73;Sachsen-Anhalt;1
;;;Piepgras;Hans-Heinrich;1961;PIRATEN;;Schleswig-Holstein;5
;;;Pietsch;Britta;1963;DIE LINKE;112;Nordrhein-Westfalen;13
;;;Piltz;Gisela;1964;FDP;107;Nordrhein-Westfalen;2
;;;Pinkert;Thomas;1957;GRÜNE;167;;
;;;Pinzke;Denis;1982;SPD;18;Mecklenburg-Vorpommern;6
;;;Piovano;Christian;1986;CDU;;Baden-Württemberg;31
;;;Pitterle;Richard;1959;DIE LINKE;260;Baden-Württemberg;6
;;;Plack;Sarah;1989;DIE LINKE;;Bayern;11
;;;Plate;Hans;1963;GRÜNE;250;Bayern;14
;;;Plessing;Klaus;1953;PBC;;Bayern;2
;;;Plischka;Eduard;1949;NPD;138;;
;;;Ploetz;Yvonne;1984;DIE LINKE;;Saarland;3
;;;Plotzki;Karsten;1970;DIE LINKE;;Niedersachsen;28
;;;Poetsch;Frederik;1979;REP;187;;
;;;Pöttering;Johannes;1977;CDU;;Niedersachsen;32
;;;Pofalla;Ronald;1959;CDU;113;Nordrhein-Westfalen;2
;;;Pohl;Markus;1980;NPD;125;;
;;;Pohl;Matthias;1980;NPD;129;;
;;;Pohl;Walter;1953;BP;;Bayern;34
;;;Pohlmann;Wolfgang;1940;REP;;Nordrhein-Westfalen;3
;;;Poland;Christoph;1949;CDU;18;Mecklenburg-Vorpommern;6
;;;Polch;Winfried;1941;FDP;127;Nordrhein-Westfalen;55
;;;Polei;Herbert;1951;;81;;
;;;Polenz;Ruprecht;1946;CDU;130;Nordrhein-Westfalen;11
;;;Polheim von;Jörg;1959;FDP;100;Nordrhein-Westfalen;21
;;;Pollern von;Dr. Hans-Ingo;1946;CDU;;Baden-Württemberg;62
;;;Polly;Dirk Thorsten;1971;PIRATEN;;Bayern;5
;;;Pols;Eckhard;1962;CDU;38;Niedersachsen;25
;;;Polt;Matthias;1980;NPD;226;;
;;;Polzer;Helmut;1937;RRP;;Bayern;1
;;;Polzer-Storek;Alice-Sarah;1978;GRÜNE;58;;
;;;Ponickau;Ingo;1982;PIRATEN;;Bayern;7
;;;Popp;Andreas;1983;PIRATEN;;Bayern;1
;;;Porray;Maike;1965;;214;;
;;;Porsch;Prof. Dr. Peter;1944;DIE LINKE;152;;
;;;Portz;Dr. Thomas;1965;CDU;102;Nordrhein-Westfalen;51
;;;Poschinger-Bray Freiherr von;Sebastian-Gabriel;1985;FDP;;Bayern;56
;;;Poß;Joachim;1948;SPD;124;Nordrhein-Westfalen;56
;;;Post;Achim;1959;SPD;135;;
;;;Post;Michael;1961;DIE LINKE;207;;
;;;Postel;Michael;1983;FDP;122;;
;;;Pothmer;Brigitte;1955;GRÜNE;49;Niedersachsen;1
;;;Pozimski;Helmut;1990;PIRATEN;;Bayern;6
;;;Poznanski;Daniel;1971;FDP;144;Nordrhein-Westfalen;35
;;;Pradel;Timo;1971;NPD;151;Nordrhein-Westfalen;9
;;;Präger;Wilfried;1951;SPD;195;Thüringen;10
;;;Pramor;Karl-Heinz;1946;BüSo;;Nordrhein-Westfalen;10
;;;Pranghofer;Uwe;1962;FDP;254;Bayern;26
;;;Preetorius;Elke;1943;MLPD;;Bayern;2
;;;Presch;Dirk Friedrich;1959;SPD;;Nordrhein-Westfalen;59
;;;Preuß;Friedrich;1943;NPD;52;;
;;;Preuß;Joachim Jürgen;1942;RRP;252;;
;;;Price;Walter;1967;ödp;254;Bayern;31
;;;Pricelius;Peter Jürgen;1938;REP;;Bremen;1
;;;Pries;Christoph;1958;SPD;127;Nordrhein-Westfalen;26
;;;Pries;Michaela;1966;CDU;5;Schleswig-Holstein;3
;;;Priesmeier;Dr. Wilhelm;1954;SPD;53;Niedersachsen;30
;;;Pröhl;Martin;1935;Tierschutz;;Niedersachsen;6
;;;Pröhl;Wilhelm;1935;Tierschutz;;Niedersachsen;7
;;;Progl;Richard;1979;BP;;Bayern;35
;;;Pronold;Florian;1972;SPD;230;Bayern;1
;;;Prüll;Friederike;1963;Tierschutz;183;Hessen;7
;;;Prümm;Max;1978;CDU;;Rheinland-Pfalz;22
;;;Przybylo;Peter;1944;RENTNER;;Nordrhein-Westfalen;9
;;;Puckl;Rudolf;1946;BP;;Bayern;7
;;;Pühse;Jens;1972;NPD;153;Sachsen;3
;;;Pürsün;Yanki;1972;FDP;;Hessen;33
;;;Pütz;Lasse;1981;SPD;101;Nordrhein-Westfalen;63
;;;Puff;Heinz-Detlev;1957;SPD;;Saarland;19
;;;Pusch;Alexander;1978;BüSo;;Berlin;9
;;;Puttrich;Lucia;1961;CDU;177;Hessen;14
;;;Putzier;Jan-Henner;1984;SPD;;Niedersachsen;52
;;;Quadfasel;Guido;1963;CDU;57;Brandenburg;10
;;;Quaquil;Lars Christoph;1981;CDU;;Niedersachsen;43
;;;Quehl;Stefan;1975;FDP;239;Bayern;43
;;;Quellmann;Dr. Christina;1961;CDU;;Schleswig-Holstein;28
;;;Quijano-Burchardt;Maria Sabina;1962;GRÜNE;;Rheinland-Pfalz;13
;;;Raab;Birgit;1964;GRÜNE;245;Bayern;17
;;;Raab;Daniela;1975;CSU;223;Bayern;13
;;;Raabe;Dr. Sascha;1968;SPD;180;Hessen;10
;;;Raake;Uwe;1953;BüSo;82;;
;;;Raatz;Dr.-Ing. habil. Simone;1962;SPD;162;Sachsen;6
;;;Rabanus;Martin;1971;SPD;178;Hessen;16
;;;Rabel;Stefan;1964;CDU;;Saarland;5
;;;Rachel;Thomas;1962;CDU;91;Nordrhein-Westfalen;14
;;;Rademachers;Andreas;1985;FDP;90;Nordrhein-Westfalen;31
;;;Raderschadt;Harald;1970;PBC;;Bayern;6
;;;Radloff;Gabriele;1961;;14;;
;;;Radomski;Kerstin;1974;CDU;115;Nordrhein-Westfalen;27
;;;Radtke;Martin;1979;NPD;169;;
;;;Radunski;Helmut;1948;NPD;3;;
;;;Radzimanowski;Dr. Kersten;1948;NPD;60;Brandenburg;4
;;;Radziwill;Ülker;1966;SPD;;Berlin;9
;;;Raemdonck van;Jürgen;1952;;16;;
;;;Rätzel;Raimar;1971;;65;;
;;;Räuschel;Maria;1936;BüSo;31;;
;;;Ragg;Günther;1957;NPD;288;;
;;;Raischl;Georg;1956;CM;;Bayern;3
;;;Ramsauer;Dr. Peter;1954;CSU;225;Bayern;1
;;;Ranfft;Wolf;1941;RRP;245;;
;;;Raschke;Benjamin;1982;GRÜNE;63;Brandenburg;2
;;;Ratajczak;Dr. Cordula;1964;GRÜNE;157;Sachsen;5
;;;Ratanski;Andreas;1976;PIRATEN;;Sachsen-Anhalt;3
;;;Rath;Martin;1963;DIE LINKE;127;;
;;;Ratjen-Damerau;Dr. Christiane;1954;FDP;28;Niedersachsen;10
;;;Ratter;Ruth;1955;GRÜNE;;Rheinland-Pfalz;11
;;;Rau;Doris;1959;CDU;;Hessen;34
;;;Rau-Stoll;Marie-Luise;1950;SPD;;Hessen;30
;;;Rauber;Gabriele Maria;1954;CDU;;Saarland;12
;;;Rauschenbach;Michael;1966;REP;;Berlin;3
;;;Rawert;Mechthild;1957;SPD;82;Berlin;4
;;;Reball;Siegfried;1954;NPD;133;;
;;;Rebmann;Kai;1982;PBC;279;;
;;;Rebmann;Stefan;1962;SPD;275;Baden-Württemberg;17
;;;Rech;Daniel;1983;DVU;;Rheinland-Pfalz;3
;;;Recknagel;Lutz Rüdiger;1966;FDP;197;;
;;;Rectenwald;Nina;1990;FDP;;Saarland;12
;;;Redlhammer-Raback;Bärbel;1954;DVU;;Brandenburg;3
;;;Reetnitz von;Manfred;1955;REP;;Hessen;4
;;;Regehly;Imanuel;1923;NPD;;Berlin;7
;;;Rehahn;Dr. Thomas;1953;GRÜNE;187;Hessen;22
;;;Rehberg;Eckhardt Harald;1954;CDU;17;Mecklenburg-Vorpommern;2
;;;Reiche;Katherina;1973;CDU;62;Brandenburg;1
;;;Reiche;Sebastian;1983;NPD;192;;
;;;Reiche;Steffen;1960;SPD;65;Brandenburg;5
;;;Reichel;Julia;1972;Die Tierschutzpartei;182;;
;;;Reichel;Maik;1971;SPD;74;Sachsen-Anhalt;7
;;;Reichenbach;Gerold;1953;SPD;184;Hessen;9
;;;Reichenberg;Marcus;1975;GRÜNE;226;;
;;;Reifschneider-Groß;Brigitte;1951;FDP;;Hessen;25
;;;Reimann;Dr. Carola;1967;SPD;51;Niedersachsen;17
;;;Reinders;Hermann Hans Hajo;1952;CDU;;Niedersachsen;34
;;;Reindl;Rosa Maria;1966;ödp;214;Bayern;10
;;;Reinemund;Dr. Birgit;1959;FDP;275;Baden-Württemberg;11
;;;Reinert;Marion;1976;NPD;122;Nordrhein-Westfalen;10
;;;Reinhard;Johannes;1985;CSU;;Bayern;53
;;;Reinhardt;Fabio;1980;PIRATEN;;Niedersachsen;3
;;;Reinhart;Manfred;1964;ödp;242;Bayern;32
;;;Reinhold;Hagen;1978;FDP;14;Mecklenburg-Vorpommern;2
;;;Reinke;Elke;1958;DIE LINKE;69;Sachsen-Anhalt;7
;;;Reinstädtler;Ralf;1966;DIE LINKE;299;;
;;;Reising;Oliver;1970;DIE LINKE;;Nordrhein-Westfalen;20
;;;Reitmeyer;Hans-Jürgen;1953;GRÜNE;126;;
;;;Reitz;Axel;1983;NPD;92;Nordrhein-Westfalen;11
;;;Reker;Reinhold;1935;ADM;;Baden-Württemberg;5
;;;Remmers;Ingrid Liselotte;1965;DIE LINKE;;Nordrhein-Westfalen;9
;;;Renfordt;Karsten;1963;DIE LINKE;151;;
;;;Renner;Gabriele;1965;VIOLETTEN;;Bayern;8
;;;Renner;Rita;1958;MLPD;;Sachsen-Anhalt;4
;;;Renner-Knopp;Astrid;1969;CSU;;Bayern;49
;;;Rennert;Hans-Jörg;1941;RRP;;Nordrhein-Westfalen;4
;;;Renz;Christine;1975;Tierschutz;;Baden-Württemberg;2
;;;Ressmann;Dr. Wolfgang;1958;SPD;209;Rheinland-Pfalz;13
;;;Rettig;Hans-Jürgen;1950;;61;;
;;;Reusch;Volker;1970;ZENTRUM;;Nordrhein-Westfalen;4
;;;Reusing;Volker;1971;ödp;;Nordrhein-Westfalen;14
;;;Reuter;Dr. Alexander;1967;FDP;293;;
;;;Reuther;Marion;1953;SPD;251;Bayern;24
;;;Reymann;Fabian;1979;PSG;;Berlin;2
;;;Reynders;Ingrid;1947;RENTNER;;Nordrhein-Westfalen;10
;;;Richter;Bernhard;1943;ödp;285;Baden-Württemberg;2
;;;Richter;Hartmut Manfred;1944;;160;;
;;;Richter;Dr. Jörg;1969;FDP;277;Baden-Württemberg;19
;;;Richter;Thomas;1969;FDP;159;Sachsen;12
;;;Richter;Wera;1969;DKP;;Berlin;2
;;;Richtermeier;Marie-Luise;1947;VIOLETTEN;;Berlin;2
;;;Richwien;Roland;1955;CDU;194;Thüringen;5
;;;Riebesam;Matthias;1964;;269;;
;;;Riebsamen;Lothar;1957;CDU;293;;
;;;Riedel;Hans-Ulrich;1955;DIE LINKE;81;Berlin;12
;;;Riedelsheimer;Albert;1966;GRÜNE;254;;
;;;Riedl;Laszlo;1972;FDP;249;Bayern;44
;;;Riedl;Peter Hans;1948;RRP;232;Bayern;12
;;;Riedmaier;Michael;1969;Volksabst.;;Nordrhein-Westfalen;8
;;;Rief;Josef;1960;CDU;292;;
;;;Riefling;Ricarda;1983;NPD;49;Niedersachsen;3
;;;Rieg;Jürgen;1968;FDP;270;Baden-Württemberg;35
;;;Riegel;Stefan;1985;PIRATEN;;Sachsen-Anhalt;6
;;;Rieger;Daniela;1976;Tierschutz;;Niedersachsen;8
;;;Rieger;Jürgen;1946;NPD;19;Hamburg;1
;;;Rieger;Rudolf;1957;NPD;252;;
;;;Riegert;Klaus;1959;CDU;263;Baden-Württemberg;11
;;;Ries;Knut Erwin;1955;CSU;;Bayern;60
;;;Riesenhuber;Prof. Dr. Heinz;1935;CDU;181;Hessen;2
;;;Riesterer;Eva Michaela;1961;SPD;;Bayern;46
;;;Rietz-Heering;Nanni Karoline;1956;DIE LINKE;;Niedersachsen;14
;;;Ringer;Stefan;1956;SPD;;Hessen;29
;;;Ringger;Helmut Günther;1955;;271;;
;;;Ringwald;Adelbert;1965;DIE LINKE;282;;
;;;Rinkenberger;Daniela;1972;Die Tierschutzpartei;185;;
;;;Rippert;Ulrich;1951;PSG;;Berlin;1
;;;Rippler;Peter Otto Arthur;1949;RRP;;Bayern;15
;;;Ripsam;Iris;1959;CDU;;Baden-Württemberg;19
;;;Rischar;Jürgen;1944;SPD;;Saarland;24
;;;Ritter;Matthias;1950;REP;;Thüringen;4
;;;Ritter;Nicole;1974;SPD;181;Hessen;17
;;;Ritter;Peter;1959;DIE LINKE;16;Mecklenburg-Vorpommern;4
;;;Rix;Sönke;1975;SPD;4;Schleswig-Holstein;5
;;;Roach;Mark;1955;DIE LINKE;24;;
;;;Robbe;Walter;1939;PBC;280;;
;;;Rochner;Wolfgang;1941;NPD;228;;
;;;Rodewald;Marcus;1975;FDP;;Bremen;4
;;;Rodriguez Gómez;Renate;1941;RRP;42;Niedersachsen;5
;;;Rodriguez-Teufer;René;1974;NPD;208;Rheinland-Pfalz;5
;;;Röbosch;Alois;1958;REP;;Rheinland-Pfalz;3
;;;Röder;Hildegard;1942;RRP;;Bayern;6
;;;Röhl;Harald;1962;NPD;147;;
;;;Röhling;Walter Franz;1944;RRP;;Bayern;17
;;;Röhlinger;Dr. Peter;1939;FDP;194;Thüringen;2
;;;Röhrig;Carolin;1982;CDU;;Saarland;16
;;;Roemer;Christina;1965;SPD;;Thüringen;12
;;;Römhild;Christian;1983;CDU;64;Brandenburg;8
;;;Röner;Christian;1966;GRÜNE;150;;
;;;Röring;Johannes;1959;CDU;127;;
;;;Rösch-Dammenmiller;Sabine;1962;DIE LINKE;263;Baden-Württemberg;13
;;;Rösel;Dr. Bernd;1964;FDP;257;Bayern;49
;;;Röspel;René;1964;SPD;139;Nordrhein-Westfalen;39
;;;Rößner;Tabea;1966;GRÜNE;206;Rheinland-Pfalz;3
;;;Röthig-Wentz;Brigitta Marita;1962;FDP;210;Rheinland-Pfalz;12
;;;Röttgen;Dr. Norbert;1965;CDU;99;Nordrhein-Westfalen;5
;;;Röver;Thomas;1963;DIE LINKE;51;Niedersachsen;25
;;;Rohde;Nicole Elisabeth;1980;NPD;128;;
;;;Rohleder;Frank Roland Otto;1950;NPD;164;;
;;;Rohmann;Stefan;1984;FDP;89;Nordrhein-Westfalen;46
;;;Rohmeyer;Claas Heinrich Remmert;1971;CDU;;Bremen;4
;;;Rohrbach;Patricia Katharina;1953;MLPD;;Nordrhein-Westfalen;19
;;;Rohrlack;Heidi;1946;GRÜNE;253;;
;;;Rolf;Margit Ricarda;1953;ödp;;Hamburg;6
;;;Roll;Andreas;1967;GRÜNE;266;;
;;;Rollman;Thorsten;1969;CSU;;Bayern;58
;;;Rolshoven;Dr. Eckart;1951;FDP;;Saarland;5
;;;Rorich;Christine;1937;NPD;242;;
;;;Roschka;Clemens Josef;1961;ödp;;Thüringen;4
;;;Rose;Margarete;1948;RRP;45;Niedersachsen;2
;;;Rose;Dr. Olaf Volker Bernhard;1958;NPD;159;Sachsen;1
;;;Rosemann;Dr. Martin;1976;SPD;290;Baden-Württemberg;20
;;;Rosemann-Kallweit;Ingeborg;1951;CDU;;Rheinland-Pfalz;31
;;;Rosner;Josef;1955;GRÜNE;227;;
;;;Roß;Karl Josef;1950;DVU;;Nordrhein-Westfalen;2
;;;Rossmann;Dr. Ernst Dieter;1951;SPD;7;Schleswig-Holstein;1
;;;Roßmüller;Sascha;1972;NPD;231;Bayern;2
;;;Roth;Claudia;1955;GRÜNE;252;Bayern;1
;;;Roth;Heinz-Walter;1949;FDP;211;Rheinland-Pfalz;8
;;;Roth;Jürgen;1956;GRÜNE;;Berlin;8
;;;Roth;Karin;1949;SPD;261;Baden-Württemberg;6
;;;Roth;Michael;1970;SPD;170;Hessen;2
;;;Rothe;Bodo;1957;;191;;
;;;Rothe;Judith;1979;NPD;75;Sachsen-Anhalt;6
;;;Rothe-Beinlich;Astrid;1973;GRÜNE;;Thüringen;3
;;;Rothhanns;René;1981;NPD;93;;
;;;Ruck;Dr. Christian;1954;CSU;252;Bayern;21
;;;Rudloff;Daniel;1979;FDP;190;;
;;;Rudolf;Heinz;1955;NPD;218;;
;;;Rudolph;Dr. Karsten;1962;SPD;148;Nordrhein-Westfalen;23
